MS3_id	uniprot_id	gene_name_species	sp_ident	sp_sim	sp_cov	sman_id	sman_ident	sman_simil	sman_cov	sjap_id	sjap_ident	sjap_simil	sjap_cov	opvi_id	opvi_ident	opvi_simil	opvi_cov	closi_id	closi_ident	closi_simil	closi_cov	fahe_id	fahe_ident	fahe_simil	fahe_cov	male_tpm	female_tpm	cel_id	cel_ident	cel_simil	cel_cov	dmel_id	dmel_ident	dmel_simil	dmel_cov	mus_id	mus_ident	mus_simil	mus_cov	hsa_id	hsa_ident	hsa_simil	hsa_lower_75_qtl	hsa_cov	cel_leth	dmel_leth	mus_leth	chokepoint
MS3_02664	Q9HBF4	ZFYV1_HUMAN	28.0	38.5	0.742857	Smp_180740.1	85.4	87.4	0.94881	Sjp_0079290	66.1	70.9	0.886905	T265_13523	34.7	47.4	0.857143	csin101632	39.3	53.6	0.860714	D915_15053	14.8	19.5	0.311905	119.41	72.93	R160.7	14.2	24.1	0.596429	FBpp0308371	16.7	27.3	0.782143	ENSMUSP00000042224.4	29.1	40.2	0.777381	ENSP00000450742.1	28.0	38.5	TRUE	0.742857		FBpp0308371		FALSE
MS3_02663	Q28146	NRX1A_BOVIN	16.6	29.8	0.73144	Smp_180760.1	85.3	88.6	0.950291	Sjp_0132100	35.1	40.0	0.476436	T265_02878	32.9	50.0	0.888315	csin101484	14.7	22.1	0.44674	D915_00134	7.7	12.9	0.236281	5.59	0.45	C29A12.4a	18.4	30.7	0.750161	FBpp0083649	16.5	28.9	0.808263	ENSMUSP00000133491.1	16.7	29.9	0.721756	ENSP00000384311.2	16.7	30.0	TRUE	0.721756		FBpp0083649		TRUE
MS3_02662						Smp_076460.1	63.5	76.0	1	Sjp_0115860	8.4	12.7	1													0.00	0.00																					FALSE
MS3_02661	Q92117	TBP_PROFL	51.7	58.3	0.885609	Smp_098950.1	99.3	99.3	1	Sjp_0110260	57.9	58.7	0.601476	T265_13707	78.3	84.8	0.95941	csin110354	48.3	52.6	0.96679	D915_02330	24.1	33.0	0.501845	105.25	130.69	T20B12.2	44.1	50.9	0.856089	FBpp0071596	45.3	51.8	0.900369	ENSMUSP00000014911.5	49.9	57.5	0.907749	ENSP00000484118.1	54.4	62.3	FALSE	0.896679	T20B12.2	FBpp0071596	ENSMUSP00000014911.5	FALSE
MS3_02660	Q0VA16	WDR70_XENTR	27.0	38.9	0.913502	Smp_098920.1	76.5	77.9	1	Sjp_0048100	56.0	59.8	0.934599	T265_08885	49.5	60.0	0.970464	csin101172	48.2	58.7	0.938819	D915_06399	59.7	73.6	0.896624	38.86	23.64	T05H4.14	24.9	37.3	0.92827	FBpp0072033	22.6	34.7	0.898734	ENSMUSP00000037340.6	25.9	36.6	0.909283	ENSP00000265107.4	25.5	36.6	TRUE	0.909283	T05H4.14	FBpp0072033		FALSE
MS3_02659						Smp_168900.1	17.7	19.6	0.222025	Sjp_0037190	42.3	50.5	0.779751	T265_08209	9.3	14.6	0.731794	csin105542	11.1	18.0	0.809947	D915_11002	19.2	28.2	0.703375	5.72	0.74																					FALSE
MS3_02658						Smp_176480.1	10.0	10.3	1	Sjp_0048090	4.3	4.8	0.709677	T265_00496	2.8	4.2	1	csin101353	4.6	6.8	0.967742					7.16	1.57																					FALSE
MS3_02657						Smp_176480.1	21.0	24.2	0.610672	Sjp_0048090	32.1	37.2	0.970356	T265_00496	14.0	21.3	0.974308	csin113102	18.7	27.2	0.470356	D915_13370	18.9	27.3	0.480237	3.73	2.11																					FALSE
MS3_02656						Smp_204760.1	31.8	38.0	0.939698	Sjp_0037160	32.6	44.5	0.798995													1.82	0.39																					FALSE
MS3_02655	O60921	HUS1_HUMAN	8.8	14.4	0.238382	Smp_176500.1	60.2	66.6	0.741824	Sjp_0048060	43.7	53.6	0.890706	T265_02061	33.4	48.3	0.832186	csin107054	25.1	37.7	0.748709	D915_11762	9.3	12.2	0.197074	3.68	5.57					FBpp0078516	6.7	11.6	0.222031	ENSMUSP00000020683.3	8.5	13.8	0.232358	ENSP00000258774.5	8.8	14.4	TRUE	0.238382			ENSMUSP00000020683.3	FALSE
MS3_02654	Q8BL97	SRSF7_MOUSE	23.6	26.9	0.931624	Smp_098890.2	67.3	67.8	1	Sjp_0048080	49.0	49.0	0.931624	T265_00497	45.3	51.2	0.837607	csin113103	32.2	38.4	0.726496	D915_13371	29.4	32.6	0.965812	49.03	60.95	C33H5.12a	24.2	28.0	0.760684	FBpp0292970	18.8	22.7	0.923077	ENSMUSP00000070983.9	26.7	30.4	0.923077	ENSP00000325905.6	26.7	30.4	TRUE	0.923077			ENSMUSP00000070983.9	TRUE
MS3_02653	P61254	RL26_HUMAN	64.1	75.9	1	Smp_098960.1	97.9	97.9	1	Sjp_0032430	99.3	99.3	1	T265_08204	91.5	96.5	1	csin110757	69.5	75.6	0.929577	D915_05189	86.6	91.5	1	915.55	2468.94	F28C6.7a	56.9	74.3	0.985915	FBpp0074833	60.4	73.8	1	ENSMUSP00000073175.6	64.1	75.9	1	ENSP00000293842.5	64.1	75.9	FALSE	1		FBpp0074833		TRUE
MS3_02652	C1BXU5	UBL4A_ESOLU	29.7	42.6	0.992424	Smp_120630.1	92.4	94.7	1	Sjp_0057810	85.6	92.4	1	T265_08665	48.6	64.3	1	csin103467	43.4	57.2	0.94697	D915_13076	41.0	58.3	0.901515	324.48	830.31									ENSMUSP00000120461.1	29.7	42.4	0.992424	ENSP00000358674.4	29.1	41.1	TRUE	0.992424				FALSE
MS3_02651																						D915_06395	21.8	38.8	0.727273	0.00	0.00																					FALSE
MS3_02650	Q9NVU7	SDA1_HUMAN	31.4	52.6	0.849275	Smp_098980.1	74.2	77.3	0.942029	Sjp_0032450	67.1	74.9	0.963768	T265_14503	48.7	62.7	0.934783	csin105541	54.5	70.4	0.926087	D915_11003	16.0	20.5	0.292754	40.88	21.02	Y39B6A.14	28.5	46.9	0.928986	FBpp0087709	32.2	48.1	0.837681	ENSMUSP00000031364.1	30.8	51.6	0.849275	ENSP00000348596.5	31.4	52.6	FALSE	0.849275		FBpp0087709		FALSE
MS3_02649	Q7TNF8	RIMB1_MOUSE	2.5	3.5	0.446429	Smp_176510.1	8.9	10.8	0.846429	Sjp_0048110	27.4	34.6	0.814286	T265_14693	4.5	7.0	0.792857	csin101173	4.4	7.3	0.839286	D915_06398	23.8	30.8	0.710714	7.49	3.58	Y39A3CL.2	4.7	7.0	0.675	FBpp0390600	3.9	5.1	0.514286	ENSMUSP00000118819.1	9.3	13.2	0.446429	ENSP00000462518.1	20.8	32.0	TRUE	0.596429		FBpp0390600		FALSE
MS3_02648	Q7TNF8	RIMB1_MOUSE	15.4	25.6	0.763833	Smp_176510.1	58.9	65.4	0.859649	Sjp_0048120	13.0	15.0	0.18691	T265_14693	27.4	37.9	0.84413	csin101173	25.9	36.7	0.848853	D915_06396	11.4	14.6	0.219973	4.99	0.79	Y39A3CL.2	19.0	31.2	0.709177	FBpp0293366	12.9	20.1	0.602564	ENSMUSP00000048063.5	15.4	25.6	0.763833	ENSP00000268893.6	15.4	24.8	TRUE	0.746289		FBpp0293366		FALSE
MS3_02646	Q6DIB4	NOL4L_MOUSE	11.9	19.8	0.80303	Smp_133680.1	43.2	45.7	0.738636	Sjp_0043870	21.3	24.0	0.734848	T265_13132	22.3	29.6	0.893939	csin101242	17.8	23.0	0.856061	D915_08529	25.3	32.4	0.806818	8.84	0.47					FBpp0401604	11.5	19.4	0.931818	ENSMUSP00000105407.1	13.3	22.2	0.80303	ENSP00000352704.5	16.8	24.8	TRUE	0.848485				FALSE
MS3_02645						Smp_021130.1	90.6	93.8	0.990148	Sjp_0043920	74.1	82.4	0.995074					csin109549	25.1	36.9	0.842365					118.76	93.67																					FALSE
MS3_02644						Smp_133660.1	60.0	64.3	0.996795	Sjp_0043900	12.6	15.4	0.977564	T265_03300	18.9	29.2	0.980769	csin108625	26.3	40.9	0.942308	D915_04760	21.5	34.7	0.823718	2.20	4.32																					FALSE
MS3_02643										Sjp_0005230	11.9	22.5	0.898305	T265_09238	16.3	24.9	0.940678	csin108233	6.3	10.0	0.957627	D915_03085	20.7	37.8	0.70339	6.28	0.00																					FALSE
MS3_02642						Smp_187770.1	10.1	11.4	0.5																	0.00	0.00																					FALSE
MS3_02641	P02362	RS7_XENLA	52.8	73.8	0.994845	Smp_021140.1	94.0	95.0	1	Sjp_0043930	93.0	96.0	1	T265_02895	87.1	93.8	0.984536	csin106928	74.7	81.4	0.85567	D915_16008	87.1	93.3	0.984536	870.64	1496.83	ZC434.2	48.7	67.7	0.994845	FBpp0088439	52.0	69.2	0.979381	ENSMUSP00000073880.3	52.3	72.3	0.994845	ENSP00000339095.4	52.3	72.3	FALSE	0.994845	ZC434.2	FBpp0088439		TRUE
MS3_02640						Smp_120330.1	60.6	67.7	0.880597																	0.47	0.51																					FALSE
MS3_02639	Q9D787	PPIL2_MOUSE	17.0	23.9	0.864407	Smp_021160.1	41.7	42.6	1	Sjp_0043890	37.0	40.4	0.995763	T265_03301	10.7	13.1	0.898305	csin108627	9.5	12.5	0.669492	D915_14439	23.9	29.3	0.868644	120.92	94.47	F59E10.2	17.4	24.2	0.855932	FBpp0086323	18.9	25.4	0.834746	ENSMUSP00000023455.5	17.0	23.9	0.864407	ENSP00000334553.7	16.6	23.9	TRUE	0.860169	F59E10.2	FBpp0086323		TRUE
MS3_02638						Smp_133650.1	57.6	66.1	0.74359					T265_02890	24.4	38.4	0.84188	csin109548	22.1	36.2	0.807692	D915_04621	16.5	28.4	0.632479	0.19	1.33																					FALSE
MS3_02637						Smp_021220.1	94.3	96.8	1	Sjp_0103560	72.8	84.8	1	T265_02941	30.1	56.0	0.924051	csin101241	32.1	55.2	0.93038					153.90	164.23																					FALSE
MS3_02636	Q8BX70	VP13C_MOUSE	24.7	40.3	0.844901	Smp_021170.1	82.3	85.9	0.948015	Sjp_0043880	61.0	67.8	0.853185	T265_02944	48.0	64.3	0.909454	csin101244	48.0	65.2	0.914025	D915_07045	9.5	11.2	0.129677	17.50	7.20	T08G11.1a	25.6	42.7	0.825478	FBpp0087984	25.6	42.6	0.848043	ENSMUSP00000077040.5	24.7	40.3	0.844901	ENSP00000353422.3	26.2	42.9	TRUE	0.822051		FBpp0087984		FALSE
MS3_02635	Q16832	DDR2_HUMAN	13.4	23.8	0.535156	Smp_133690.1	87.1	89.8	0.978125	Sjp_0065610	33.5	37.8	0.479687	T265_00062	29.5	43.2	0.8375	csin100668	29.9	43.9	0.846094	D915_00701	8.6	12.1	0.177344	37.66	5.12	F11D5.3a	14.8	24.0	0.500781	FBpp0303014	16.5	26.3	0.6	ENSMUSP00000027985.2	12.8	24.1	0.546875	ENSP00000356898.3	13.4	23.8	TRUE	0.535156				FALSE
MS3_02634						Smp_157060.1	31.1	34.0	0.395631					T265_08036	2.7	5.1	0.895631	csin107566	15.9	28.2	0.61165	D915_02222	18.2	34.7	0.866505	0.21	0.00																					FALSE
MS3_02633	Q16739	CEGT_HUMAN	28.3	42.0	0.667233	Smp_157080.1	59.3	60.8	0.628183	Sjp_0093880	43.8	50.4	0.619694	T265_08039	39.8	56.5	0.867572	csin109498	42.7	59.9	0.898132	D915_12196	43.2	58.4	0.893039	2.91	14.75	F20B4.6	27.0	40.3	0.719864	FBpp0071669	26.7	40.1	0.670628	ENSMUSP00000030074.7	25.0	36.5	0.602716	ENSP00000363397.3	28.3	42.0	TRUE	0.667233		FBpp0071669	ENSMUSP00000030074.7	FALSE
MS3_02632						Smp_212030.1	77.3	83.3	0.976024	Sjp_0037050	31.0	39.7	0.597403	T265_04780	15.7	21.6	0.374625	csin112698	23.6	36.8	0.692308	D915_09894	9.8	14.1	0.262737	26.06	2.90																					FALSE
MS3_02631						Smp_157040.1	9.5	11.7	0.155712					T265_08036	6.8	13.0	0.815336	csin107568	7.4	15.0	0.800469	D915_02220	15.3	28.4	0.647105	0.03	0.00																					FALSE
MS3_02629																										0.00	0.00																					FALSE
MS3_02628	Q9Z0R4	ITSN1_MOUSE	23.4	36.4	0.72	Smp_135790.1	69.1	71.0	0.762963	Sjp_0037040	60.5	67.1	0.801481	T265_14462	32.9	44.9	0.744198	csin111669	33.7	44.7	0.685432	D915_13516	21.6	27.9	0.391111	101.52	28.19	Y116A8C.36a	14.4	22.7	0.444444	FBpp0305299	16.1	26.3	0.474568	ENSMUSP00000066361.5	23.3	36.5	0.720988	ENSP00000370719.3	23.1	36.8	TRUE	0.712593		FBpp0305299	ENSMUSP00000066361.5	FALSE
MS3_02627	Q80TT2	BAIP3_MOUSE	4.7	6.8	0.606061	Smp_210510.1	13.9	14.8	0.796537					T265_13186	22.0	32.0	0.571429	csin103876	18.4	29.1	0.731602	D915_01646	20.1	32.7	0.675325	2.15	1.08	F54G2.1a	4.7	8.6	0.813853	FBpp0288440	4.4	6.9	0.761905	ENSMUSP00000129854.2	4.6	6.7	0.571429	ENSP00000324510.5	4.4	6.8	TRUE	0.675325				FALSE
MS3_02626	Q9Z0R4	ITSN1_MOUSE	21.6	32.6	0.88613	Smp_135790.1	64.3	65.9	0.980308	Sjp_0037040	46.8	51.8	0.916096	T265_14462	27.3	35.2	0.824486	csin111669	30.8	38.4	0.797945	D915_13516	34.7	44.4	0.642979	0.00	0.00	Y116A8C.36a	22.6	36.1	0.755993	FBpp0081031	25.8	42.4	0.810788	ENSMUSP00000109634.1	27.5	40.9	0.827055	ENSP00000382290.1	27.3	41.7	TRUE	0.821062		FBpp0081031	ENSMUSP00000109634.1	FALSE
MS3_02625	O94812	BAIP3_HUMAN	6.2	9.8	0.978166	Smp_210510.1	15.3	17.2	0.917031	Sjp_0019460	51.1	62.2	0.899563	T265_03199	6.4	10.1	0.825328	csin111518	8.9	13.4	0.982533					1.38	0.27	F54G2.1a	6.4	10.7	0.969432	FBpp0288440	5.8	9.1	0.973799	ENSMUSP00000129854.2	6.8	10.5	0.951965	ENSP00000324510.5	6.2	9.8	TRUE	0.978166				FALSE
MS3_02624	Q5XH36	CRE2A_XENLA	29.5	42.3	0.788636	Smp_157070.1	81.7	86.7	0.961364	Sjp_0078590	68.4	78.0	0.968182	T265_08037	31.7	45.2	0.768182	csin107565	40.3	54.8	0.915909	D915_02223	34.7	47.3	0.8	60.42	19.84	F09E8.2b	23.5	31.9	0.620455	FBpp0077763	26.1	40.0	0.777273	ENSMUSP00000032422.5	29.2	43.5	0.872727	ENSP00000332223.4	29.8	40.1	TRUE	0.743182				FALSE
MS3_02623	Q9D0G0	RT30_MOUSE	15.2	24.4	0.558502	Smp_212060.1	90.8	95.6	0.99688	Sjp_0037060	72.2	79.7	0.898596	T265_00970	42.1	57.5	0.968799	csin100613	48.9	67.3	0.968799	D915_08106	20.5	28.1	0.461778	24.89	17.56					FBpp0073910	20.1	34.4	0.76131	ENSMUSP00000022245.8	15.2	24.4	0.558502	ENSP00000424328.1	13.4	24.0	TRUE	0.555382		FBpp0073910		FALSE
MS3_02622	Q4R4U1	PANK4_MACFA	42.4	57.3	0.89905	Smp_064750.1	95.1	96.4	0.998812	Sjp_0079760	71.0	76.3	0.856295	T265_03218	57.1	70.0	0.980998	csin100977	55.3	68.2	0.960808	D915_01644	20.8	26.7	0.356295	11.30	10.08	C10G11.5a	17.2	24.1	0.401425	FBpp0078657	19.2	26.6	0.422803	ENSMUSP00000030931.4	42.3	57.3	0.89905	ENSP00000421433.2	40.1	53.7	FALSE	0.852732				TRUE
MS3_02621						Smp_157050.1	80.7	84.7	0.897619	Sjp_0121610	69.4	74.5	0.902381					csin107567	46.2	62.4	0.957143	D915_02221	51.2	68.1	0.928571	1.03	0.00																					FALSE
MS3_02620						Smp_154790.1	1.8	2.0	0.494624					T265_04100	6.7	8.0	0.602151	csin105585	10.8	12.9	0.602151					0.00	0.00																					FALSE
MS3_02619	Q5T1A1	DCST2_HUMAN	16.4	28.4	0.670576	Smp_154790.1	33.0	35.8	0.927505	Sjp_0049050	22.3	26.8	0.915778	T265_05886	36.4	55.2	0.8742	csin109615	17.4	27.0	0.823028	D915_02259	25.6	38.7	0.621535	0.41	0.00	B0240.2	15.8	31.6	0.721748	FBpp0271859	18.0	31.0	0.651386	ENSMUSP00000146838.1	16.4	29.5	0.657783	ENSP00000357409.3	16.4	28.4	TRUE	0.670576				FALSE
MS3_02618	P22105	TENX_HUMAN	7.9	11.4	0.647512	Smp_154760.1	58.0	60.0	0.786137	Sjp_0058030	62.9	69.1	0.953791	T265_09012	30.5	40.2	0.96564	csin102281	31.2	41.4	0.758886	D915_02766	13.2	17.0	0.232227	355.98	12.19	ZK783.1g	13.5	19.6	0.720379	FBpp0304628	2.8	3.9	0.844787	ENSMUSP00000127487.1	8.9	12.5	0.556872	ENSP00000393091.1	13.3	19.2	TRUE	0.647512		FBpp0304628		FALSE
MS3_02617	Q1LU93	F206A_DANRE	18.4	29.8	0.561462	Smp_154770.1	32.0	33.2	0.996678	Sjp_0058020	67.8	77.7	0.983389	T265_08650	21.8	32.7	0.518272	csin111241	35.0	50.9	0.910299					24.89	40.37									ENSMUSP00000047275.5	18.4	30.8	0.627907	ENSP00000363753.3	18.8	29.7	TRUE	0.594684				FALSE
MS3_02616	Q2HJ84	PKNX1_BOVIN	7.3	9.2	0.177363	Smp_154790.1	31.7	34.2	0.946324	Sjp_0049050	20.9	25.4	0.933489	T265_13413	24.7	35.0	0.726954	csin111072	15.3	21.5	0.735123	D915_02933	12.1	17.6	0.365228	5.06	0.41	T28F12.2c	6.5	8.9	0.168028	FBpp0081732	3.5	5.0	0.114352	ENSMUSP00000094966.3	6.5	8.6	0.172695	ENSP00000291547.4	6.7	8.7	TRUE	0.17853		FBpp0081732	ENSMUSP00000094966.3	FALSE
MS3_02615						Smp_168240.1	14.2	14.8	0.992593	Sjp_0087100	71.9	82.7	0.985185	T265_08912	7.8	9.9	0.82963	csin103437	21.9	28.0	0.911111	D915_01768	6.6	10.4	0.933333	8.57	1.48																					FALSE
MS3_02614	P90666	TXND3_HELCR	27.1	42.0	0.92069	Smp_168270.1	69.7	73.3	0.884483	Sjp_0049030	55.5	66.7	0.856897	T265_10312	38.0	50.0	0.956897	csin108961	20.0	26.9	0.936207	D915_10536	26.9	35.2	0.536207	17.81	1.64	F25H2.5	7.0	13.4	0.256897	FBpp0073750	8.8	14.5	0.258621	ENSMUSP00000089358.2	26.6	41.9	0.817241	ENSP00000199447.4	27.2	42.7	TRUE	0.801724	F25H2.5			FALSE
MS3_02613	Q3ZBS3	AP1S2_BOVIN	65.1	78.3	0.913793	Smp_060700.1	97.7	98.9	1	Sjp_0051710	55.5	69.6	0.885057	T265_06033	53.1	57.6	0.931034	csin103828	35.0	42.7	0.994253	D915_15065	59.3	75.1	0.885057	23.27	36.99	F29G9.3	59.9	71.4	0.856322	FBpp0293576	61.7	75.4	0.896552	ENSMUSP00000066185.8	65.1	78.3	0.913793	ENSP00000444957.2	65.1	78.3	FALSE	0.913793	F29G9.3	FBpp0293576		FALSE
MS3_02612	Q9ER42	BARX1_MOUSE	12.2	19.6	0.471976	Smp_060750.1	83.8	91.2	0.9941	Sjp_0058060	63.6	75.7	0.964602	T265_04102	26.1	36.1	0.725664	csin111071	27.9	37.2	0.778761	D915_06872	7.9	14.2	0.498525	0.13	0.00	C33D12.1	13.3	21.1	0.480826	FBpp0083485	19.5	29.7	0.817109	ENSMUSP00000021813.4	12.2	19.6	0.471976	ENSP00000253968.5	12.2	19.6	TRUE	0.471976		FBpp0083485	ENSMUSP00000021813.4	FALSE
MS3_02611	Q3TD49	SPP2B_MOUSE	22.0	39.2	0.857886	Smp_154770.1	48.0	51.6	0.866551	Sjp_0058040	28.3	38.3	0.54766	T265_15114	24.7	40.5	0.941075	csin112590	28.0	45.2	0.946274					20.16	47.57	T05E11.5	17.7	26.1	0.59792	FBpp0084283	15.6	26.6	0.570191	ENSMUSP00000036289.8	22.0	39.2	0.857886	ENSP00000453927.1	19.1	31.8	TRUE	0.590988	T05E11.5	FBpp0084283		FALSE
MS3_02610	Q96RS0	TGS1_HUMAN	16.0	25.3	0.737261	Smp_154780.1	81.7	87.3	0.992038	Sjp_0058050	39.3	44.8	0.506369	T265_05884	18.7	25.4	0.433121	csin112978	21.7	30.6	0.488854	D915_07876	10.9	16.5	0.257962	30.33	15.71	T08G11.4a	24.5	37.0	0.769108	FBpp0310356	23.7	36.3	0.675159	ENSMUSP00000054112.5	18.4	27.4	0.789809	ENSP00000260129.5	16.0	25.3	TRUE	0.737261		FBpp0310356	ENSMUSP00000054112.5	FALSE
MS3_02609						Smp_094710.1	24.7	30.7	0.859756	Sjp_0064770	31.2	40.5	0.591463	T265_08911	10.5	21.9	0.95122									8.99	1.80																					FALSE
MS3_02608	Q8BG99	PKNX2_MOUSE	9.3	11.8	0.362676	Smp_154790.1	7.6	8.1	0.714789	Sjp_0117570	60.6	72.2	0.971831	T265_04100	18.5	23.2	0.704225	csin105585	28.6	36.1	0.707746	D915_07857	32.8	41.2	0.714789	1.72	0.30	T28F12.2e	7.5	11.2	0.397887	FBpp0081733	8.7	11.8	0.387324	ENSMUSP00000035806.5	9.3	11.8	0.362676	ENSP00000298282.8	9.3	11.8	TRUE	0.362676		FBpp0081733		FALSE
MS3_02607	Q5T1A1	DCST2_HUMAN	14.3	25.9	0.870968	Smp_154800.1	54.7	62.9	0.781784	Sjp_0049050	10.6	14.6	0.986717	T265_05886	18.8	32.0	0.988615	csin109615	7.7	14.3	0.87666	D915_02259	8.7	16.2	0.497154	2.78	0.00					FBpp0271859	16.8	30.4	0.85389	ENSMUSP00000146838.1	16.5	30.6	0.870968	ENSP00000436964.1	15.0	27.1	TRUE	0.793169				FALSE
MS3_02606						Smp_168260.1	38.7	42.4	0.972067	Sjp_0114840	55.0	64.9	0.988827													19.96	10.03																					FALSE
MS3_02605																										0.00	0.00																					FALSE
MS3_02603	Q3SZ40	DDX56_BOVIN	42.1	60.3	0.917241	Smp_095920.1	73.0	75.2	0.853448	Sjp_0042490	86.7	93.8	0.996552	T265_06461	16.9	28.0	0.872414	csin103046	20.3	26.7	0.510345	D915_01579	17.1	25.9	0.322414	35.73	28.45	C24H12.4a	32.1	48.1	0.894828	FBpp0076917	41.4	58.6	0.924138	ENSMUSP00000004507.4	42.1	60.1	0.917241	ENSP00000258772.5	42.1	59.8	FALSE	0.918966		FBpp0076917		FALSE
MS3_02602						Smp_147800.1	42.2	50.8	0.840456	Sjp_0043840	36.8	46.0	0.653846													8.05	0.91																					FALSE
MS3_02600	A6QLI1	VGLU2_BOVIN	16.8	28.8	0.644444	Smp_175010.1	51.6	55.1	0.595556	Sjp_0042460	49.0	56.7	0.711111	T265_02947	49.7	58.0	0.804444	csin102748	49.6	58.6	0.834074	D915_01575	52.0	61.7	0.857778	4.03	0.61	ZK512.6a	16.9	28.2	0.648889	FBpp0077449	18.0	28.3	0.68	ENSMUSP00000032710.5	19.8	35.1	0.725926	ENSP00000263160.3	19.9	34.9	TRUE	0.725926		FBpp0077449	ENSMUSP00000032710.5	FALSE
MS3_02599	Q6V0I7	FAT4_HUMAN	6.7	11.6	0.79846	Smp_125510.1	42.6	57.7	0.893632	Sjp_0042420	41.2	53.6	0.808258	T265_00457	32.0	46.9	0.823653	csin108374	18.1	27.0	0.508048	D915_00970	17.1	27.5	0.535339	2.40	0.12	F15B9.7a	12.4	22.3	0.86634	FBpp0077708	8.6	16.4	0.850245	ENSMUSP00000141355.1	15.5	27.1	0.555633	ENSP00000377862.3	6.7	11.6	TRUE	0.79846		FBpp0077708		FALSE
MS3_02598						Smp_102000.1	16.7	23.7	0.432292	Sjp_0107890	16.6	25.9	0.770833													0.00	0.00																					FALSE
MS3_02597	A2RRH5	WDR27_HUMAN	10.4	17.1	0.775061	Smp_174760.1	67.2	70.1	0.919315	Sjp_0042470	73.1	83.8	0.958435	T265_10688	29.7	39.9	0.973105	csin109761	18.1	25.0	0.616137	D915_01576	34.9	46.7	0.691932	7.95	2.80									ENSMUSP00000126736.1	8.8	14.7	0.655257	ENSP00000397869.1	11.7	19.1	TRUE	0.775061				FALSE
MS3_02596						Smp_187400.1	86.6	91.2	1																	6.53	0.60																					FALSE
MS3_02595	A6QLI1	VGLU2_BOVIN	11.7	19.5	0.57037	Smp_175010.1	66.0	70.0	0.740741	Sjp_0042460	63.3	72.8	0.903704	T265_02947	41.5	48.2	0.803704	csin102748	39.1	45.4	0.812963	D915_01575	40.9	49.7	0.853704	0.00	0.00	ZK512.6a	11.5	19.9	0.6	FBpp0083296	11.1	21.2	0.564815	ENSMUSP00000032710.5	14.2	25.2	0.672222	ENSP00000263160.3	14.5	25.0	TRUE	0.672222		FBpp0083296	ENSMUSP00000032710.5	FALSE
MS3_02594																										0.00	0.00																					FALSE
MS3_02593	Q5EBF1	5NTC_XENTR	32.5	46.0	0.974093	Smp_147840.1	64.8	66.5	0.981865	Sjp_0042440	58.6	63.9	0.932642	T265_12547	43.7	53.1	0.968912	csin108376	16.1	19.1	0.987047	D915_03439	28.1	30.7	0.334197	66.21	22.14	Y71H10B.1a	28.8	40.1	0.930052	FBpp0074343	29.9	41.8	0.976684	ENSMUSP00000084180.7	30.8	43.7	0.96114	ENSP00000339479.5	32.3	45.7	TRUE	0.963731				FALSE
MS3_02591	Q05AV0	TAT3A_XENLA	16.0	27.8	0.879195	Smp_147810.1	25.9	28.4	0.557047	Sjp_0061820	20.2	25.2	0.61745	T265_09438	14.9	21.0	0.651007	csin108312	13.1	16.1	0.308725	D915_06072	10.2	10.7	0.181208	95.26	101.60									ENSMUSP00000027945.5	14.5	23.3	0.832215	ENSP00000433755.1	18.6	26.9	TRUE	0.838926				FALSE
MS3_02590	P46508	YME1_SCHMA	82.8	85.5	1	Smp_055760.1	77.6	80.2	0.958904	Sjp_0093270	77.1	82.7	0.994863	T265_11499	62.0	71.6	0.964041	csin105913	39.5	46.5	0.592466	D915_00595	47.0	53.5	0.650685	104.37	110.12	M03C11.5	38.3	53.9	0.976027	FBpp0071817	34.1	48.5	0.92637	ENSMUSP00000028117.3	34.5	48.4	0.917808	ENSP00000318480.3	33.3	45.9	TRUE	0.921233				FALSE
MS3_02589	P29993	ITPR_DROME	8.3	13.0	0.778286	Smp_151850.1	54.9	59.9	0.706286	Sjp_0068800	32.4	42.5	0.816	T265_14735	8.5	14.7	0.848	csin101320	8.4	15.1	0.843429	D915_00567	4.5	6.2	0.0857143	0.19	0.60	F33D4.2a	7.4	12.3	0.787429	FBpp0078335	8.3	13.1	0.778286	ENSMUSP00000032192.6	7.5	12.7	0.787429	ENSP00000306253.8	7.5	12.8	TRUE	0.782857		FBpp0078335	ENSMUSP00000032192.6	FALSE
MS3_02588	Q80WY3	NANO1_MOUSE	16.9	26.5	0.808743	Smp_055740.1	90.7	94.0	0.972678	Sjp_0131790	48.6	51.9	0.568306	T265_04877	11.6	17.4	0.781421	csin101669	36.9	47.6	0.868852	D915_12451	19.5	27.4	0.754098	1.77	23.42					FBpp0083146	11.3	15.3	0.68306	ENSMUSP00000096874.2	16.9	26.5	0.808743	ENSP00000393275.1	15.6	24.0	TRUE	0.770492		FBpp0083146		FALSE
MS3_02587										Sjp_0068810	31.0	41.3	0.832335	T265_09035	6.8	10.1	0.928144	csin101321	6.5	9.1	0.928144					0.00	0.00																					FALSE
MS3_02586	Q6NY64	2ABD_DANRE	24.3	38.8	0.813239	Smp_055770.2	66.9	67.7	0.862884	Sjp_0093260	61.9	67.2	0.929078	T265_01736	24.1	28.8	0.432624	csin106583	13.1	18.9	0.775414	D915_01462	37.3	49.3	0.742317	39.04	28.72	F26E4.1	22.7	36.0	0.806147	FBpp0081664	22.0	34.2	0.803783	ENSMUSP00000040321.6	24.3	39.5	0.827423	ENSP00000399970.2	24.7	39.7	TRUE	0.827423	F26E4.1	FBpp0081664		FALSE
